Course Name,University,University Type,Degree Type,Duration,Language,Course Code,Course Area,Website
Food animal metabolism and management in the circular economy,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-86 R,Zootechnical sciences and animal technologies,https://corsi.unibo.it/2cycle/FoodAnimalMetabolismManagement
Food Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-22 R,Chemical Engineering,http://www.ccs-foodengineering.polimi.it
Food Engineering,University of Salerno,Public,Masters,2,EN,LM-22 R,Chemical Engineering,http://corsi.unisa.it/ingegneria-alimentare
Food Health and Environment,University of Eastern Piedmont,Public,Masters,2,EN,LM-6 R,Biology,https://disste.uniupo.it/en/university-studies/course/food-health-environment-ay-20252026
Food industry engineering,University of Padua,Public,Masters,2,EN,LM-26 R,Safety Engineering,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2024&key=IN2802
Food Safety and Food Risk Management,University of Parma,Public,Masters,2,EN,LM-70 R,Food Science and Technology,https://corsi.unipr.it/en/cdlm-fsafrm
Food Science and Technology,University of Teramo,Public,Masters,2,EN,LM-70 R,Food Science and Technology,https://www.unite.it/UniTE/Didattica/Corsi_di_studio/Food_Science_and_Technology_LM70
Forest Sciences,University of Padua,Public,Masters,2,EN,LM-73 R,Forestry and environmental sciences and technologies,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/agraria-e-medicina-veterinaria?tipo=LM&scuola=AV&ordinamento=2025&key=AV2884&cg=scienze-agrarie-forestali-e-al
Forestry and Environmental Sciences,University of TUSCIA,Public,Masters,2,EN,LM-73 R,Forestry and environmental sciences and technologies,https://www.unitus.it/corsi/corsi-di-laurea-magistrale/forestry-environmental-sciences/
Functional and Sustainable Materials,University of Parma,Public,Masters,2,EN,LM Sc. Mat.,Materials Sciences,https://corsi.unipr.it/en/cdlm-fsm
Genetic Counsellors,University of Siena,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://genetic-counsellors.unisi.it/en
Geoengineering,University of Florence,Public,Masters,2,EN,LM-35 R,Environmental and Territorial Engineering,https://www.ing-gem.unifi.it/
Geoenvironmental Resources and Risks,University of Camerino,Public,Masters,2,EN,LM-74 R,Geological sciences and technologies,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10019
Geoinformatics Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-32,Computer Engineering,http://www.geoinformatics.polimi.it/
Geology for Energy Resources,University of Perugia,Public,Masters,2,EN,LM-74 R,Geological sciences and technologies,http://www.unipg.it/perm/offerta-formativa/2025/corso/8227
Geophysical Sciences for Seismic Risk,University of Messina,Public,Masters,2,EN,LM-79 R,Geophysical Sciences,https://geophysical-sciences-for-seismic-risk.cdl.unime.it/en
Geophysics,University of Milan,Public,Masters,2,EN,LM-79 R,Geophysical Sciences,https://geophysics.cdl.unimi.it/en/
Geophysics and geodata,University of Trieste,Public,Masters,2,EN,LM-79 R,Geophysical Sciences,https://degree.units.it/2-geophysics-geodata
Geophysics for natural risks and resources,University of Padua,Public,Masters,2,EN,LM-79 R,Geophysical Sciences,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3010&cg=scienze
Georesources and Geoenergy Engineering,Polytechnic University of Turin,Public,Masters,2,EN,LM-35 R,Environmental and Territorial Engineering,https://www.polito.it/corsi/32-475
Global Accounting and Finance,Ca' Foscari University of Venice,Public,Masters,2,EN,LM-77 R,Business and Economics,http://www.unive.it/cdl/emr16
Global Cultures,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-84 R,Historical sciences,https://corsi.unibo.it/2cycle/GlobalCultures/
Global Development and Entrepreneurship,Ca' Foscari University of Venice,Public,Masters,2,EN,LM-56 R,Economic Sciences,http://www.unive.it/cdl/emr12
Global economy and business,University of Cassino and Southern Lazio,Public,Masters,2,EN,LM-56 R,Economic Sciences,https://unicas-public.gomp.it/PublicData?uid=cc760ba4-8a1f-4123-8f08-d861c512184e&mode=CourseDetail&iso=ita&academicYear=2023
Global entrepreneurship economics and management (GEEM),Insubria University of Varese-Como,Public,Masters,2,EN,LM-77 R,Business and Economics,http://www.uninsubria.it/magistrale-geem
Global Environment and Development,University of Milan,Public,Masters,2,EN,LM-69 R,Agricultural sciences and technologies,https://merged.cdl.unimi.it
Global Food Law: Sustainability Challenges and Innovation,University of Parma,Public,Masters,2,EN,LM/SC-GIUR R,Legal Sciences,https://corsi.unipr.it/en/cdlm-gfl
Global Law Making,University of Trento,Public,Masters,2,EN,LM/SC-GIUR R,Legal Sciences,https://corsi.unitn.it/en/global-law-making
Global Politics and Euro-Mediterranean Relations,University of Catania,Public,Masters,2,EN,LM-62 R,Political Sciences,http://www.dsps.unict.it/courses/lm-62
Global Politics and Society,University of Milan,Public,Masters,2,EN,LM-62 R,Political Sciences,https://gps.cdl.unimi.it/en
Green Economy and Sustainable Transitions,University of Ferrara,Public,Masters,2,EN,LM-56 R,Economic Sciences,https://corsi.unife.it/en/lm-greeneconomy
GREEN INDUSTRIAL ENGINEERING,Polytechnic University of Marche,Public,Masters,2,EN,LM-30 R,Energy and Nuclear Engineering,https://www.ingegneria.univpm.it/offerta-formativa-2025
Greening energy market and Finance,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-16 R,Finance,https://corsi.unibo.it/2cycle/GreeningEnergyMarketFinance
Health Biotechnology,University of Calabria,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://corsi.unical.it/lm/health-biotechnology/
Health Economics,"University of Rome ""La Sapienza""",Public,Masters,2,EN,LM-56 R,Economic Sciences,https://corsidilaurea.uniroma1.it/it/course/33441
Health economics and management,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-56 R,Economic Sciences,http://corsi.unibo.it/2cycle/EUHealthEconomicsMananagement
Health Professions of Rehabilitation Sciences,"University of Chieti-Pescara ""G. d'Annunzio""",Public,Masters,2,EN,LM/SNT2,Rehabilitation sciences of health professions,https://www.unich.it/hprs
High Performance Computing Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-32,Computer Engineering,https://masterhpc.polimi.it/
HOSPITALITY FOR SUSTAINABLE TOURISM DEVELOPMENT,Insubria University of Varese-Como,Public,Masters,2,EN,LM-49 R,Planning and management of tourism systems,https://www.uninsubria.it/magistrale-hospitality
Human Rights and Multi-level Governance,University of Padua,Public,Masters,2,EN,LM-52 R,International Relations,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/economia-e-scienze-politiche?ordinamento=2025&key=EP2894&tipo=LM&scuola=EP
Human-Centered Artificial Intelligence,University of Milan,Public,Masters,2,EN,LM-55 R,Cognitive Sciences,https://hcai.cdl.unimi.it/en
Human-Computer Interaction,University of Trento,Public,Masters,2,EN,LM-55 R,Cognitive Sciences,https://corsi.unitn.it/en/human-computer-interaction
ICT and Internet Engineering,"University of Rome ""Tor Vergata""",Public,Masters,2,EN,LM-27,Telecommunications Engineering,http://internet.uniroma2.it/en/
ICT Engineering for Smart Societies,Polytechnic University of Turin,Public,Masters,2,EN,LM-27,Telecommunications Engineering,https://www.polito.it/corsi/37-476
ICT for Internet and multimedia,University of Padua,Public,Masters,2,EN,LM-27,Telecommunications Engineering,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?ordinamento=2025&key=IN2898&tipo=LM&scuola=IN
Industrial Automation Engineering,University of Pavia,Public,Masters,2,EN,LM-25,Automation Engineering,http://mpiae.unipv.eu/
Industrial Bioengineering,University of Naples Federico II,Public,Masters,2,EN,LM-21 R,Biomedical Engineering,https://www.dicmapi.unina.it/ug_bioenginering/bio-engineering/
Industrial chemistry for circular and bio economy,University of Naples Federico II,Public,Masters,2,EN,LM-71 R,Industrial Chemistry Sciences and Technologies,http://www.scienzechimiche.unina.it/iccbe
Industrial Engineering for Sustainable Manufacturing,University of UDINE,Public,Masters,2,EN,LM-31,Management Engineering,http://www.uniud.it/it/industrial-engineering-sustainable-manufacturing
Industrial nanobiotechnologies for pharmaceuticals,University of Pavia,Public,Masters,2,EN,LM-8 R,Industrial biotechnology,https://industrialnanobiotecforpharma.cdl.unipv.it/en
Industrial Safety and Risk Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-26 R,Safety Engineering,http://www.ingindinf.polimi.it
Computer science,Insubria University of Varese-Como,Public,Masters,2,EN,LM-18,Informatics,https://www.uninsubria.it/magistrale-informatica
Computer Science,University of L'Aquila,Public,Masters,2,EN,LM-18,Informatics,https://www.disim.univaq.it/degree.php?section=single-0A01&degree_id=9
Computer Science,University of Camerino,Public,Masters,2,EN,LM-18,Informatics,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10025
Applied Computer Science (Machine Learning and Big Data),"University of Naples ""Parthenope""",Public,Masters,2,EN,LM-18,Informatics,http://informatica.uniparthenope.it
INFORMATICS FOR DIGITAL HEALTH,University of PISA,Public,Masters,2,EN,LM-18,Informatics,https://didattica.di.unipi.it/en/master-programme-in-informatics-for-digital-health/
INFORMATION ENGINEERING,University of Trento,Public,Masters,2,EN,LM-27,Telecommunications Engineering,https://corsi.unitn.it/en/information-engineering
Information Engineering for Digital Medicine,University of Salerno,Public,Masters,2,EN,LM-32,Computer Engineering,https://corsi.unisa.it/information-engineering-for-digital-medicine/
AEROSPACE ENGINEERING,University of Salento,Public,Masters,2,EN,LM-20 R,Aerospace and Astronautical Engineering,https://www.unisalento.it/didattica/cosa-studiare/percorsi/-/dettaglio/corso/LM52/aerospace-engineering
Sustainable coastal and ocean engineering,University of Rome Three,Public,Masters,2,EN,LM-23 R,Civil Engineering,https://ingegneriacivileinformaticatecnologieaeronautiche.uniroma3.it/
MATERIALS ENGINEERING AND NANOTECHNOLOGY,University of Salento,Public,Masters,2,EN,LM-53.,Materials Engineering,https://www.unisalento.it/didattica/cosa-studiare/percorsi/-/dettaglio/corso/LM56/materials-engineering-and-nanotechnology
COMMUNICATION ENGINEERING AND ELECTRONIC TECHNOLOGIES,University of Salento,Public,Masters,2,EN,LM-27,Telecommunications Engineering,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM65/communication-engineering-and-electronic-technologies
ENERGY ENGINEERING,University of Trento,Public,Masters,2,EN,LM-30 R,Energy and Nuclear Engineering,https://corsi.unitn.it/it/ingegneria-energetica
COMPUTING SYSTEMS ENGINEERING,University of L'Aquila,Public,Masters,2,EN,LM-32,Computer Engineering,https://www.disim.univaq.it/degree.php?section=single-0A01&degree_id=18
Computer Science Engineering,Polytechnic University of Bari,Public,Masters,2,EN,LM-32,Computer Engineering,https://poliba.coursecatalogue.cineca.it/corsi/2025/10021
Mathematical Engineering,University of L'Aquila,Public,Masters,2,EN,LM-44 R,Mathematical-physical modeling for engineering,https://www.disim.univaq.it/degree2a2a.html?section=single-0A01&degree_id=4
Construction Management and Safety,University of Catania,Public,Masters,2,EN,LM-26 R,Safety Engineering,https://www.dicar.unict.it/it/corsi/lm-26/presentazione-del-corso
Renewable Energy Engineering in Coastal Environment,IUAV University of Venice,Public,Masters,2,EN,LM-35 R,Environmental and Territorial Engineering,https://www.iuav.it/it/didattica/lauree-magistrali/Renewable-Energy-Engineering-in-Coastal-Environment
Innovation and Management for Culture and Creativity,Ca' Foscari University of Venice,Public,Masters,2,EN,LM-77 R,Business and Economics,http://www.unive.it/cdl/emr17
Innovation and Organization of Culture and the Arts,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-76 R,Economic Sciences for the Environment and Culture,http://corsi.unibo.it/gioca
INNOVATION DEVELOPMENT IN AGRI-FOOD SYSTEMS (IDEAS),University of Bari Aldo Moro,Public,Masters,2,EN,LM-69 R,Agricultural sciences and technologies,https://www.uniba.it/it/corsi/cdl-international-master-agrifood-systems/innovation-development-in-agri-food-systems-ideas
Innovation Management,University of Trento,Public,Masters,2,EN,LM-77 R,Business and Economics,https://corsi.unitn.it/en/innovation-management
Innovation management for sustainable tourism,University of Sassari,Public,Masters,2,EN,LM-77 R,Business and Economics,https://disea.uniss.it/it
International Accounting and Management,University of Siena,Public,Masters,2,EN,LM-77 R,Business and Economics,https://iama.unisi.it/en
International Business and Development,University of Parma,Public,Masters,2,EN,LM-77 R,Business and Economics,https://corsi.unipr.it/cdlm-ibd
International business and entrepreneurship,University of Pavia,Public,Masters,2,EN,LM-77 R,Business and Economics,http://mibe.cdl.unipv.it
International Cooperation on Human Rights and Intercultural Heritage,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-81 R,Sciences for Development Cooperation,http://corsi.unibo.it/2Cycle/internationalcooperation
International Cybersecurity and Cyberintelligence,University of Padua,Public,Masters,2,EN,LM-66 R,Cybersecurity,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3006&cg=scienze
INTERNATIONAL ECONOMICS - ECONOMIA INTERNAZIONALE,University of Milan-Bicocca,Public,Masters,2,EN,LM-56 R,Economic Sciences,https://www.unimib.it/graduate/international-economics
International Economics and Business,University of Verona,Public,Masters,2,EN,LM-56 R,Economic Sciences,https://www.corsi.univr.it/?ent=cs&id=1308
Economia e commercio internazionale,Polytechnic University of Marche,Public,Masters,2,EN,LM-56 R,Economic Sciences,http://www.econ.univpm.it/EM07
International Horticultural Science,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-69 R,Agricultural sciences and technologies,http://corsi.unibo.it/2Cycle/InternationalHorticulturalScience
International Management,University of Cagliari,Public,Masters,2,EN,LM-77 R,Business and Economics,https://web.unica.it/unica/it/crs_11_84.page
International Management,University of Modena and Reggio Emilia,Public,Masters,2,EN,LM-77 R,Business and Economics,https://www.economia.unimore.it/it/didattica/corsi-di-laurea-magistrale-informazioni-generali/international-management-im
International Management,Ca' Foscari University of Venice,Public,Masters,2,EN,LM-77 R,Business and Economics,http://www.unive.it/cdl/emr18
International management,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-77 R,Business and Economics,https://corsi.unibo.it/2cycle/InternationalManagement
International Management,University of Trento,Public,Masters,2,EN,LM-77 R,Business and Economics,https://corsi.unitn.it/en/international-management
International Management and Marketing,University of Bergamo,Public,Masters,2,EN,LM-77 R,Business and Economics,https://ls-imm.unibg.it/en
"International Marketing, Management and Organization",University of UDINE,Public,Masters,2,EN,LM-77 R,Business and Economics,https://www.uniud.it/it/didattica/corsi/area-economico-giuridica/economia/laurea-magistrale/international-marketing-management-organization
International politics and economics,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-56 R,Economic Sciences,https://corsi.unibo.it/2cycle/InternationalPoliticsEconomics
INTERNATIONAL RELATIONS,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-52 R,International Relations,https://corsi.unibo.it/2cycle/InternationalRelations
International Relations,University of Macerata,Public,Masters,2,EN,LM-52 R,International Relations,https://corsi.unimc.it/en/international-relations/
International Relations,University of Naples Federico II,Public,Masters,2,EN,LM-52 R,International Relations,https://www.scienzepolitiche.unina.it/?page_id=1266
International Relations,University of Palermo,Public,Masters,2,EN,LM-52 R,International Relations,https://www.unipa.it/dipartimenti/dems/cds/internationalrelationsrelazioniinternazionali2139
"International Relations, Politics & Trade",University of Palermo,Public,Masters,2,EN,LM-52 R,International Relations,https://www.unipa.it/ateneo/corsiteledidattica/
International Tourism and Destination Management,University of Macerata,Public,Masters,2,EN,LM-49 R,Planning and management of tourism systems,https://corsi.unimc.it/en/international-tourism-destination-management
Internet and Multimedia Engineering,University of Genoa,Public,Masters,2,EN,LM-27,Telecommunications Engineering,https://corsi.unige.it/en/corsi/11962
Italian Food and Wine,University of Padua,Public,Masters,2,EN,LM-70 R,Food Science and Technology,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/agraria-e-medicina-veterinaria?tipo=LM&scuola=AV&ordinamento=2025&key=AV2882&cg=scienze-agrarie-forestali-e-al
Landscape Architecture - Land Landscape Heritage,Polytechnic University of Milan,Public,Masters,2,EN,LM-3 R,Landscape architecture,https://www.landscape.polimi.it
Language and mind: Linguistics and cognitive studies,University of Siena,Public,Masters,2,EN,LM-39,Linguistics,https://language-mind.unisi.it
Language Sciences and Cultural Studies for Special Needs,University of Parma,Public,Masters,2,EN,LM-39,Linguistics,https://cdlm-lscssn.unipr.it
Language Technologies and Digital Humanities,University of Turin,Public,Masters,2,EN,LM-43 R,Computer Methodologies for the Humanities,http://www.digitalhumanities.unito.it/
"LANGUAGE, SOCIETY AND COMMUNICATION",Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-38 R,Modern languages ​​for international communication and cooperation,http://corsi.unibo.it/2Cycle/LanguageSocietyCommunication
Languages for communication in international enterprises and organizations,University of Modena and Reggio Emilia,Public,Masters,2,EN,LM-38 R,Modern languages ​​for international communication and cooperation,https://www.unimore.it/it/didattica/corsi-di-studio/languages-communication-international-enterprises-and-organizations
"Languages, literatures and digital culture",University of Verona,Public,Masters,2,EN,LM-37 R,Modern European and American Languages ​​and Literatures,https://www.corsi.univr.it/?ent=cs&id=1326
Law and Sustainable Development,University of Milan,Public,Masters,2,EN,LM/SC-GIUR R,Legal Sciences,https://llmsd.cdl.unimi.it/en
"Law, economics and governance",Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM/SC-GIUR R,Legal Sciences,https://corsi.unibo.it/2cycle/LawEconomicsGovernance
Legal Studies,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM/SC-GIUR R,Legal Sciences,https://corsi.unibo.it/2cycle/legal-studies
Lifelong well-being and healthy aging,University of Pavia,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://lifeline.cdl.unipv.it/en
Languages and Literatures for the European Plurilingualism,University of Naples Federico II,Public,Masters,2,EN,LM-37 R,Modern European and American Languages ​​and Literatures,http://studiumanistici.dip.unina.it/it/didattica/corsi-di-laurea/
Linguistics,University of Verona,Public,Masters,2,EN,LM-39,Linguistics,https://www.corsi.univr.it/?ent=cs&id=1318
Local Development,University of Padua,Public,Masters,2,EN,LM-81 R,Sciences for Development Cooperation,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze-umane-sociali-e-del-patrimonio-culturale?ordinamento=2025&key=SU3041&tipo=LM&scuola=SU
Low carbon technologies and sustainable chemistry,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-71 R,Industrial Chemistry Sciences and Technologies,https://corsi.unibo.it/2cycle/LowCarbonTechnologiesChemistry
Management,University of Trento,Public,Masters,2,EN,LM-77 R,Business and Economics,https://corsi.unitn.it/en/european-master-business-studies
Management,University of Trento,Public,Masters,2,EN,LM-77 R,Business and Economics,https://corsi.unitn.it/it/management
Management and Industrial Systems Engineering,University of Trento,Public,Masters,2,EN,LM-31,Management Engineering,https://corsi.unitn.it/it/management-and-industrial-systems-engineering
"Fashion, Art and Food Management","University of Naples ""Parthenope""",Public,Masters,2,EN,LM-77 R,Business and Economics,https://orienta.uniparthenope.it/laurea-magistrale/fashion-art-food-management/
Management Engineering,University of Palermo,Public,Masters,2,EN,LM-31,Management Engineering,http://www.unipa.it/dipartimenti/ingegneria/cds/ingegneriagestionale2034
Management Engineering,University of Florence,Public,Masters,2,EN,LM-31,Management Engineering,http://www.ing-mme.unifi.it
Management Engineering,University of Palermo,Public,Masters,2,EN,LM-31,Management Engineering,https://www.unipa.it/dipartimenti/ingegneria/cds/managementengineeringcorsoonline2256/
Management Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-31,Management Engineering,https://management-eng.polimi.it/laurea-magistrale/
Management Engineering,University of Bergamo,Public,Masters,2,EN,LM-31,Management Engineering,https://ls-ig.unibg.it/en
MANAGEMENT ENGINEERING,University of Salento,Public,Masters,2,EN,LM-31,Management Engineering,https://www.unisalento.it/didattica/cosa-studiare/corsi-di-laurea-magistrale/-/dettaglio/corso/LM54/management-engineering
Management for Energy and Environmental Transition (MEET),University of Genoa,Public,Masters,2,EN,LM-77 R,Business and Economics,https://corsi.unige.it/en/corsi/11939
Management for Sustainable Firms,University of Padua,Public,Masters,2,EN,LM-77 R,Business and Economics,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/economia-e-scienze-politiche?tipo=LM&scuola=EP&ordinamento=2025&key=EP2899&cg=economia-finanza-gestione-azie
Management of Built Environment,Polytechnic University of Milan,Public,Masters,2,EN,LM-24,Building Systems Engineering,http://www.ccsmbe.polimi.it/
Management of Human Resources,University of Milan,Public,Masters,2,EN,LM-77 R,Business and Economics,https://mhr.cdl.unimi.it/en
Management of innovation and entrepreneurship,University of Milan,Public,Masters,2,EN,LM-77 R,Business and Economics,https://mie.cdl.unimi.it/en
Marine Biology,University of Padua,Public,Masters,2,EN,LM-6 R,Biology,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC3001&cg=scienze
MARINE BIOLOGY,Polytechnic University of Marche,Public,Masters,2,EN,LM-6 R,Biology,https://www.disva.univpm.it/corso-di-laurea-magistrale-biologia-marina
MARINE BIOLOGY AND AQUACULTURE,University of Naples Federico II,Public,Masters,2,EN,LM-6 R,Biology,https://www.dipartimentodibiologia.unina.it/corsi-di-laurea/laurea-marina-acquacoltura/
Marine Biology and Ecology,University of TUSCIA,Public,Masters,2,EN,LM-6 R,Biology,https://www.unitus.it/corsi/corsi-di-laurea-magistrale/marine-biology-and-ecology/
MARINE SCIENCES - SCIENZE MARINE,University of Milan-Bicocca,Public,Masters,2,EN,LM-75 R,Science and technology for the environment and the territory,https://www.unimib.it/graduate/marine-sciences
Mathematics,Insubria University of Varese-Como,Public,Masters,2,EN,LM-40 R,Mathematics,http://www.uninsubria.it/magistrale-matematica
Mathematics,University of L'Aquila,Public,Masters,2,EN,LM-40 R,Mathematics,https://www.disim.univaq.it/degree.php?section=single-0A01&degree_id=5
Mathematics,University of Trento,Public,Masters,2,EN,LM-40 R,Mathematics,https://corsi.unitn.it/it/matematica-magistrale
Mathematics and Applications,University of Camerino,Public,Masters,2,EN,LM-40 R,Mathematics,https://didattica.unicam.it/Guide/PaginaCorso.do?corso_id=10332
MATERIALS AND NANOTECHNOLOGY,University of PISA,Public,Masters,2,EN,LM-53.,Materials Engineering,http://matnano.ing.unipi.it/en/
Materials Engineering,University of Trento,Public,Masters,2,EN,LM-53.,Materials Engineering,https://corsi.unitn.it/it/materials-engineering
Materials Engineering,University of Padua,Public,Masters,2,EN,LM-53.,Materials Engineering,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?ordinamento=2025&key=IN2647&tipo=LM&scuola=IN
Materials Engineering and Nanotechnology,Polytechnic University of Milan,Public,Masters,2,EN,LM-53.,Materials Engineering,https://www.ccs-matnano.polimi.it/
Materials science,University of Padua,Public,Masters,2,EN,LM Sc. Mat.,Materials Sciences,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC2740&cg=scienze
MATERIALS SCIENCE,University of Turin,Public,Masters,2,EN,LM Sc. Mat.,Materials Sciences,https://www.materials-science.unito.it/do/home.pl
MATERIALS SCIENCE AND NANOTECHNOLOGY,University of Milan-Bicocca,Public,Masters,2,EN,LM Sc. Mat.,Materials Sciences,https://elearning.unimib.it/course/index.php?categoryid=9489
Materials Science and Technology,University of Bari Aldo Moro,Public,Masters,2,EN,LM Sc. Mat.,Materials Sciences,https://www.uniba.it/it/corsi/scienza-tecnologia-materiali
Mathematical Engineering,University of Padua,Public,Masters,2,EN,LM-44 R,Mathematical-physical modeling for engineering,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2939&cg=scienze
Mathematical Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-44 R,Mathematical-physical modeling for engineering,https://www.mate.polimi.it/im/
Mathematical Engineering,University of Naples Federico II,Public,Masters,2,EN,LM-44 R,Mathematical-physical modeling for engineering,http://www.mathematical-engineering.unina.it/index.php/en/
Mathematical Modelling,University of L'Aquila,Public,Masters,2,EN,LM-44 R,Mathematical-physical modeling for engineering,https://www.disim.univaq.it/degree.php?section=single-0A01&degree_id=6
Mathematics,University of Padua,Public,Masters,2,EN,LM-40 R,Mathematics,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/scienze?tipo=LM&scuola=SC&ordinamento=2025&key=SC2998&cg=scienze
Mathematics,University of Verona,Public,Masters,2,EN,LM-40 R,Mathematics,https://www.corsi.univr.it/?ent=cs&id=1352
Mathematics,University of Trieste,Public,Masters,2,EN,LM-40 R,Mathematics,https://degree.units.it/2-mathematics
Mathematics,University of Calabria,Public,Masters,2,EN,LM-40 R,Mathematics,https://corsi.unical.it/lm/mathematics/
Mechanical Engineering,Polytechnic University of Milan,Public,Masters,2,EN,LM-33,Mechanical Engineering,https://www.mecheng.polimi.it/
Mechanical Engineering,Polytechnic University of Bari,Public,Masters,2,EN,LM-33,Mechanical Engineering,https://poliba.coursecatalogue.cineca.it/corsi/2025/10162
Mechanical Engineering,University of Cassino and Southern Lazio,Public,Masters,2,EN,LM-33,Mechanical Engineering,http://www.mechanicalengineering.unicas.it
Mechanical Engineering,University of TUSCIA,Public,Masters,2,EN,LM-33,Mechanical Engineering,http://www.unitus.it/it/dipartimento/deim-ingegneria/ingegneria-meccanica-ing/articolo/ingegneria-meccanica-deim
Mechanical Engineering for Product Innovation,University of Padua,Public,Masters,2,EN,LM-33,Mechanical Engineering,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2025&key=IN2937&cg=ingegneria
Mechanical Engineering for Sustainability,Alma Mater Studiorum - University of Bologna,Public,Masters,2,EN,LM-33,Mechanical Engineering,http://corsi.unibo.it/Magistrale/IngegneriaMeccanicaForli
Mechanical Engineering for Sustainability,University of Florence,Public,Masters,2,EN,LM-33,Mechanical Engineering,https://www.ing-mes.unifi.it/
Mechanical Engineering REPLICA LECCO,Polytechnic University of Milan,Public,Masters,2,EN,LM-33,Mechanical Engineering,https://www.mecheng.polimi.it/
Mechatronic Engineering,Polytechnic University of Turin,Public,Masters,2,EN,LM-25,Automation Engineering,https://www.polito.it/corsi/37-571
Mechatronics and Smart Technology Engineering,University of Bergamo,Public,Masters,2,EN,LM-33,Mechanical Engineering,https://ls-mec.unibg.it/en
Mechatronics Engineering,University of Trento,Public,Masters,2,EN,LM-33,Mechanical Engineering,https://corsi.unitn.it/it/mechatronics-engineering
Mechatronics Engineering,"University of Rome ""Tor Vergata""",Public,Masters,2,EN,LM-29,Electronic Engineering,https://mechatronics.uniroma2.it/
Mechatronics Engineering,University of Padua,Public,Masters,2,EN,LM-25,Automation Engineering,https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/ingegneria?tipo=LM&scuola=IN&ordinamento=2011&key=IN0529&cg=ingegneria
Medical and Pharmaceutical Biotechnologies,University of Pavia,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://medicalpharmaceuticalbiotechnologies.cdl.unipv.it/en
Medical bioinformatics,University of Verona,Public,Masters,2,EN,LM-18,Informatics,https://www.corsi.univr.it/?ent=cs&id=1353
MEDICAL BIOTECHNOLOGIES,University of Padua,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://www.unipd.it/offerta-didattica/corso-di-laurea-magistrale/medicina-e-chirurgia?ordinamento=2025&key=ME2958&tipo=LM&scuola=ME
Medical Biotechnologies,University of Siena,Public,Masters,2,EN,LM-9 R,"Medical, veterinary and pharmaceutical biotechnology",https://medical-biotechnologies.unisi.it
